LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
PGEN-GSHUT,M2 - Component Replacement or Repair - Electrical,Stanislaus,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M002,% of Total Cost (specify to the right),,0.02894559699344012,0.02500448287881076,0.0006740768826925946,0.0009469019827270035,0.002834016354119022,0.004596962791378553
PGEN-GSHUT,M2 - Component Replacement or Repair - Electrical,Electra,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M002,% of Total Cost (specify to the right),,0.08291084625483734,0.03038791990012968,0.0006705411741284514,0.0009419352355566236,0.002819151201268571,0.004572850525956246
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Balch 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.00213675910770824,0.006125869002725544,0.03002914600026935,0.008510273377321947,0.009262401683527552,0.002624413939417802
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Belden,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.01252056386339031,0.05350573643252961,9.008868068937095e-05,0.0003965240124363071,0.001574728558560961,0.002888847430515557
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Butt Valley,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0002496871209232397,3.444028703327354e-05,5.469669898997523e-05,0.0003630413327638577,0.001536256302611303,0.005400863711590573
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Caribou 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.09108571876411382,0.009492517358149962,0.05141754358576972,0.1171708209524301,0.08303977278137407,0.03081005692523243
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Caribou 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0003818744202355432,5.267338016853598e-05,8.365377492584445e-05,0.0003632979744522888,0.001438988397586223,0.002639306139213714
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Colusa,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.4399132091262183,0.01627720792373767,0.04539062325948662,0.09511599181770192,0.01273784373930837,0.3237771164569835
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Cresta,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.01422707426057395,0.06422317225466946,0.06069106466712293,0.0401538164378038,0.04994261564571978,0.02843653186350153
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Gateway,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0595677913135233,0.5682998928383184,0.1182328489945189,0.02755544336724143,0.05746728628659618,0.01599553485919019
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Haas,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.04711270874593609,0.05704548644265867,0.04847933105054452,0.02108671561360454,0.003514548841390522,0.003596122592352191
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Helms,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.07206134673381132,0.06700574932454055,0.1883286874481379,0.08404670700420476,0.1525564727880089,0.05344908113136735
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Humboldt,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.04335969174041934,0.05599161654477781,0.1058045878742525,0.09322120621324986,0.0532885687548694,0.05386849985706073
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,James B Black,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.006873222036538886,0.008459093355584799,0.0392406333609104,0.02214100642823384,0.00263322773178917,0.004044717589987435
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Kerckhoff 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.03973666459446866,0.001446522632040232,0.0235152666199151,0.04623581869366192,0.03452076749804901,0.03881116176261334
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0003257936844570762,0.0004185840389621184,0.00084472504416126,0.001054757367418438,0.001913968982431744,0.003214616498326468
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 3,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.000806583289796513,0.002903451372044585,0.02716450510210412,0.1139668115166158,0.08504318954293405,0.07879175225560635
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 4,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0003893469938134423,0.0005002381722033096,0.005029799821938482,0.01628538198240725,0.2046426186587048,0.003338948213811531
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 5,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.05536632150558112,0.004104958152447136,0.04518913822174729,0.0393719539298187,0.002869502446942295,0.00457997545952543
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 6,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.001758795267862337,0.005860499205513618,0.03558189978425236,0.02481304208830668,0.006930143134107833,0.04078373834859226
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Pit 7,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.000247632794346292,0.0003176950997250194,0.009436501279328071,0.03289767122496268,0.0295349406036947,0.01689630088259651
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Poe,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.03372271353333361,0.007587759411819876,0.01848304656418695,0.002265530026859003,0.00414146026122814,0.006924276840436299
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Rock Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.001259348239223498,0.008296877810798986,0.01058081232443355,0.02394752836990116,0.03446622969058722,0.08015618313481743
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Bucks Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.007119616473935198,6.077697711754153e-05,9.652358645289746e-05,0.0004574113805910656,0.0018416953075786,0.00338208813247939
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Balch 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.01432650312803042,0.006194399458941082,0.03663933685973678,0.02540727335027789,0.05346017335852694,0.008732598571448673
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Salt Springs 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0003211834258698628,0.005286413580622942,0.01876179666160381,0.001575072791564276,0.00162512282358086,0.002863297533203078
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Kings River,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0,0.0,0.01378385950914723,0.04885475390652337,0.001535988886064882,0.002852467566976608
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Spring Gap,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,9.527989735497453e-05,0.0001224168735290382,0.0002098738284876663,0.0005434214692961316,0.001800793636191445,0.003259532339701288
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Tiger Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.02277080953473496,0.01935960922704877,0.001398694162727724,0.001104257179566404,0.00256904939735087,0.00448002181067792
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,West Point,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0002120616042366414,0.0001476217514466887,0.0002530855530861283,0.0005007697703539401,0.001438426833448273,0.002569145614347104
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Stanislaus,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.01282707062968178,0.02222333477375667,0.01927939852314733,0.001185459252317483,0.00228751328291982,0.003884520977537979
PGEN-GSHUT,M3 - Component Replacement or Repair - Mechanical,Electra,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M003,% of Total Cost (specify to the right),,0.0007341803491372185,0.0006557348300247209,0.006274888031783167,0.005361024369759523,0.02440186741530155,0.03494179328334675
PGEN-GSHUT,M4 - External Event Mitigation,Balch 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01074997902073141,0.0154142004588692,0.003073524920358027,0.0136258935641247,0.0158441872147214,0.01595898208236689
PGEN-GSHUT,M4 - External Event Mitigation,Belden,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01250301306474912,0.01673059458435091,0.003336008216879122,0.01478956379730452,0.01719730280629208,0.01732190131505455
PGEN-GSHUT,M4 - External Event Mitigation,Butt Valley,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01130922334523109,0.01648602032240109,0.00328724116658762,0.01457336426942469,0.01694590602417707,0.01706868310404968
PGEN-GSHUT,M4 - External Event Mitigation,Caribou 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01644262736256174,0.01839899677372789,0.003668680399254921,0.01626440322963608,0.01891224590103624,0.01904926957638585
PGEN-GSHUT,M4 - External Event Mitigation,Caribou 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01146087860222235,0.0152818508621306,0.003047134983049191,0.01350889874994495,0.0157081456604342,0.01582195487498136
PGEN-GSHUT,M4 - External Event Mitigation,Colusa,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.0,0.0,0.0,0.0,0.0,0.0
PGEN-GSHUT,M4 - External Event Mitigation,Cresta,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01258315564100842,0.0158109017753348,0.003152625447521232,0.01397657084572177,0.0162519547108805,0.0163697039500641
PGEN-GSHUT,M4 - External Event Mitigation,Gateway,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.0,0.0,0.0,0.0,0.0,0.0
PGEN-GSHUT,M4 - External Event Mitigation,Haas,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01515758114962212,0.01810309821261016,0.003609679505636067,0.01600283388581404,0.01860809310300912,0.01874291311970964
PGEN-GSHUT,M4 - External Event Mitigation,Helms,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.009237394908731223,0.01572189470559789,0.003134877822683056,0.01389789009533669,0.01616046474485154,0.01627755111768556
PGEN-GSHUT,M4 - External Event Mitigation,Humboldt,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.0,0.0,0.0777511829547228,0.0,0.0,0.0
PGEN-GSHUT,M4 - External Event Mitigation,James B Black,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.1112611742240915,0.02088072532303555,0.004163526340970449,0.01845820946422792,0.02146320349733015,0.02161870946121039
PGEN-GSHUT,M4 - External Event Mitigation,Kerckhoff 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01180608191554664,0.01441614333066186,0.002874516644601424,0.01274362787436951,0.01481828878862397,0.01492565078057533
PGEN-GSHUT,M4 - External Event Mitigation,Pit 1,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.009261485492597088,0.01576289648441948,0.003143053400088024,0.01393413497716846,0.01620261028859995,0.01632000201582362
PGEN-GSHUT,M4 - External Event Mitigation,Pit 3,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.009773627689667923,0.01663455410826217,0.378079148995104,0.01470466563417729,0.01709858323355774,0.01722246649576749
PGEN-GSHUT,M4 - External Event Mitigation,Pit 4,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.009333198029901839,0.01588495004732506,0.003167390352770701,0.01404202827086938,0.01632806859609115,0.01644636929829778
PGEN-GSHUT,M4 - External Event Mitigation,Pit 5,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01176744053993663,0.02002799089474877,0.00399349478320135,0.1221278460171971,0.02058668161984022,0.02073583697629887
PGEN-GSHUT,M4 - External Event Mitigation,Pit 6,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.08769137234294426,0.01387229865779337,0.002766076368420671,0.01226287834424008,0.01425927329926077,0.01436258509234465
PGEN-GSHUT,M4 - External Event Mitigation,Pit 7,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.08702214928199928,0.01387779647457575,0.002767172609314468,0.01226773832166879,0.01426492448036515,0.01436827721758697
PGEN-GSHUT,M4 - External Event Mitigation,Poe,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01264881190567982,0.01624759971073867,0.2457085074991778,0.01436260446474496,0.01670083455147191,0.01682183603081092
PGEN-GSHUT,M4 - External Event Mitigation,Rock Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01707696679600056,0.016797777684458,0.003349404236540151,0.01484895252614647,0.01726636001224982,0.01739145885673229
PGEN-GSHUT,M4 - External Event Mitigation,Bucks Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01438613160411017,0.01961067941905041,0.003910284679405648,0.01733551027814743,0.02015772903384916,0.02030377652780483
PGEN-GSHUT,M4 - External Event Mitigation,Balch 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01582269204614193,0.02009486070480569,0.004006828334181044,0.01776351837905716,0.02065541679636668,0.02080507015536627
PGEN-GSHUT,M4 - External Event Mitigation,Salt Springs 2,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01157143261382018,0.01533029401267104,0.003056794337798338,0.01355172167903143,0.01575794015665096,0.01587211014404972
PGEN-GSHUT,M4 - External Event Mitigation,Kings River,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01170306174217608,0.01675364782186543,0.003340604932757112,0.01480994247095157,0.01722099912528443,0.01734576931945844
PGEN-GSHUT,M4 - External Event Mitigation,Spring Gap,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01217390335836492,0.01833035564926645,0.003654993655842143,0.01620372563182429,0.01884168999841267,0.018978202479632
PGEN-GSHUT,M4 - External Event Mitigation,Tiger Creek,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01863924365951011,0.02351649880974171,0.004689088177111555,0.02078818882869993,0.02417250319084375,0.02434763866903823
PGEN-GSHUT,M4 - External Event Mitigation,West Point,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.009982009723804702,0.01410782009111569,0.00281303832382836,0.01247107532410182,0.01450136471961019,0.01460643052204656
PGEN-GSHUT,M4 - External Event Mitigation,Stanislaus,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01737824325534757,0.01932045693285144,0.003852415570582195,0.01707895848894403,0.0198594106476618,0.02000329675465614
PGEN-GSHUT,M4 - External Event Mitigation,Electra,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-M004,% of Total Cost (specify to the right),,0.01715341166062701,0.01921911611135972,0.003832208648975364,0.0169893749097612,0.01975524287376441,0.01989837426070556
PGEN-GSHUT,C1 - Administrative Controls,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C001,prorate by Program exposure,,,,,,,
PGEN-GSHUT,C2 - Ancillary Support to Operate & Maintain Plants,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C002,prorate by Program exposure,,,,,,,
PGEN-GSHUT,C3 - Assessment or Inspection of Systems,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C003,prorate by Program exposure,,,,,,,
PGEN-GSHUT,C4 - Controls related to External Events,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C004,prorate by Program exposure,,,,,,,
PGEN-GSHUT,C5 - Maintaining the Systems,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C005,prorate by Program exposure,,,,,,,
PGEN-GSHUT,C6 - Operating the Facility Within Requirements,,PGEN-GSHUT-03_RSE Input File.xlsm,GSHUT-C006,prorate by Program exposure,,,,,,,
PGEN-LGUWR,Internal Erosion Mitigations,Lake Almanor,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Balch Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Balch Diversion,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Bear, Lower No. 1",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Bear, Lower No. 2",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.006199493806410473,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Bear, Upper",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Belden Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Blue Lake (Drum),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Blue, Upper (Moke)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Bucks Lake (Storage),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Bucks, Lower (Diversion)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Butt Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Cape Horn,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Chili Bar,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Courtright,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Crane Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Cresta,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Drum Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Fordyce,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0.7248696781082684,0.9558736150480787,0.9546092653252223,0.9836808703535811,0.8587015650127726,0.5949855351976847,0.1147540983606556
PGEN-LGUWR,Internal Erosion Mitigations,Grizzly Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Halsey Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Halsey Forebay No. 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0.01618360447420652,0.01402861570129817,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Halsey Forebay No. 2,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Iron Canyon,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Kidd Lake,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Kidd Lake Auxilary,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Lake Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Lake Valley Auxilary,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Lyons,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Macumber,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Manzanita,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,McCloud,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,North Battle Creek,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,"Peak, Upper",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Philbrook,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 3,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 4,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 5 Open Conduit,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 6,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
