WorkOrderID,AssetID,AssetType,Region,Latitude,Longitude,Status,Priority,RiskScore,CreatedDate,DueDate,DaysOverdue,AssignedCrewID,Commodity,CPZoneID,HCA_Flag,RiskScore_Rubric,Priority_Rubric,OutageRequired,OutageType,OutageZoneID,ExpectedOutageMinutes,CustomersAffectedEst,CanShareWindow,Description
WO200310,A100490,Test Station,Sierra,39.27642,-120.97533,Open,Medium,6,2025-06-17,2025-07-08,30,,Gas,CPZ-869,N,6.0,Medium,N,Gas,Sierra_1,73.0,114.0,Y,"Work on Test Station (Asset A100490) in Sierra, priority Medium, risk score 6."
WO200311,A100312,Test Station,Central Valley,37.22455,-120.51444,Open,Critical,10,2025-04-27,2025-05-12,87,,Gas,CPZ-723,N,10.0,Critical,Y,Gas,CentralValley_1,75.0,99.0,Y,"Work on Test Station (Asset A100312) in Central Valley, priority Critical, risk score 10."
WO200312,A100354,Gas Distribution Main,Central Valley,36.85737,-120.69221,In Progress,Low,3,2025-06-16,2025-08-05,2,C110,Gas,CPZ-371,N,9.0,Critical,N,Gas,CentralValley_1,55.0,114.0,Y,"Work on Gas Distribution Main (Asset A100354) in Central Valley, priority Low, risk score 3."
WO200313,A100307,Gas Distribution Main,North Bay,38.25325,-122.99456,In Progress,Low,3,2025-06-26,2025-08-05,2,C118,Gas,CPZ-868,N,6.0,Medium,N,Gas,NorthBay_1,66.0,97.0,N,"Work on Gas Distribution Main (Asset A100307) in North Bay, priority Low, risk score 3."
WO200314,A100325,Gas Distribution Main,South Bay,37.42325,-121.91272,Open,Medium,6,2025-07-02,2025-07-21,17,,Gas,CPZ-228,N,7.0,High,N,Gas,SouthBay_1,70.0,96.0,Y,"Work on Gas Distribution Main (Asset A100325) in South Bay, priority Medium, risk score 6."
WO200315,A100308,Pipeline Casing,North Bay,38.06447,-122.80967,Closed,Medium,4,2025-06-23,2025-08-08,0,C103,Gas,CPZ-771,N,6.0,Medium,N,Gas,NorthBay_1,72.0,103.0,Y,"Work on Pipeline Casing (Asset A100308) in North Bay, priority Medium, risk score 4."
WO200316,A100389,CP Rectifier,South Bay,37.10533,-122.00516,Open,Critical,9,2025-05-09,2025-06-23,45,,Gas,CPZ-295,Y,9.0,Critical,Y,Gas,SouthBay_1,62.0,82.0,N,"Work on CP Rectifier (Asset A100389) in South Bay, priority Critical, risk score 9."
WO200317,A100476,Gas Transmission Pipeline,San Francisco,37.79932,-122.46373,In Progress,Medium,6,2025-06-11,2025-08-01,6,C104,Gas,CPZ-921,N,6.0,Medium,Y,Gas,SanFrancisco_1,65.0,111.0,Y,"Work on Gas Transmission Pipeline (Asset A100476) in San Francisco, priority Medium, risk score 6."
WO200318,A100484,Anode Bed,Peninsula,37.40721,-122.1039,Closed,Medium,5,2025-06-22,2025-08-04,0,C114,Gas,CPZ-203,N,9.0,Critical,N,Gas,Peninsula_1,61.0,114.0,Y,"Work on Anode Bed (Asset A100484) in Peninsula, priority Medium, risk score 5."
WO200319,A100336,Regulator Station,San Francisco,37.77983,-122.50218,Open,Medium,6,2025-07-19,2025-08-16,0,,Gas,CPZ-699,Y,7.0,High,N,Gas,SanFrancisco_1,51.0,117.0,Y,"Work on Regulator Station (Asset A100336) in San Francisco, priority Medium, risk score 6."
WO200320,A100429,Pipeline Casing,Peninsula,37.47675,-122.37263,Deferred,Medium,4,2025-07-04,2025-08-06,1,,Gas,CPZ-539,N,7.0,High,N,Gas,Peninsula_1,61.0,92.0,N,"Work on Pipeline Casing (Asset A100429) in Peninsula, priority Medium, risk score 4."
WO200321,A100376,Gas Distribution Main,East Bay,37.96883,-121.67359,Open,High,8,2025-06-30,2025-07-26,12,,Gas,CPZ-867,N,10.0,Critical,N,Gas,EastBay_1,64.0,104.0,Y,"Work on Gas Distribution Main (Asset A100376) in East Bay, priority High, risk score 8."
WO200322,A100487,Pipeline Casing,East Bay,37.54167,-122.24295,Closed,Critical,9,2025-04-27,2025-05-11,0,C111,Gas,CPZ-529,N,10.0,Critical,N,Gas,EastBay_1,53.0,88.0,Y,"Work on Pipeline Casing (Asset A100487) in East Bay, priority Critical, risk score 9."
WO200323,A100400,Launcher/Receiver,South Bay,37.01029,-121.65733,Closed,Medium,5,2025-06-16,2025-06-30,0,C102,Gas,CPZ-692,N,7.0,High,N,Gas,SouthBay_1,61.0,83.0,N,"Work on Launcher/Receiver (Asset A100400) in South Bay, priority Medium, risk score 5."
WO200324,A100379,Gas Transmission Pipeline,San Francisco,37.71409,-122.47183,Open,Critical,9,2025-06-30,2025-07-26,12,,Gas,CPZ-883,N,6.0,Medium,Y,Gas,SanFrancisco_1,64.0,93.0,N,"Work on Gas Transmission Pipeline (Asset A100379) in San Francisco, priority Critical, risk score 9."
WO200325,A100424,Regulator Station,East Bay,37.78379,-122.25934,Assigned,Critical,10,2025-06-30,2025-08-02,5,C108,Gas,CPZ-594,N,9.0,Critical,Y,Gas,EastBay_1,66.0,116.0,Y,"Work on Regulator Station (Asset A100424) in East Bay, priority Critical, risk score 10."
WO200326,A100434,Gas Transmission Pipeline,North Bay,38.368,-122.79838,Open,Critical,10,2025-05-24,2025-06-28,40,,Gas,CPZ-252,N,10.0,Critical,Y,Gas,NorthBay_1,66.0,113.0,Y,"Work on Gas Transmission Pipeline (Asset A100434) in North Bay, priority Critical, risk score 10."
WO200327,A100375,Test Station,South Bay,37.19494,-121.77164,Assigned,High,7,2025-07-18,2025-09-06,0,C117,Gas,CPZ-591,Y,10.0,Critical,Y,Gas,SouthBay_1,72.0,90.0,Y,"Work on Test Station (Asset A100375) in South Bay, priority High, risk score 7."
WO200328,A100426,Gas Distribution Main,East Bay,37.69287,-122.2011,Closed,Medium,4,2025-07-08,2025-08-19,0,C107,Gas,CPZ-428,N,7.0,High,Y,Gas,EastBay_1,75.0,120.0,N,"Work on Gas Distribution Main (Asset A100426) in East Bay, priority Medium, risk score 4."
WO200329,A100421,Launcher/Receiver,Central Valley,37.59062,-120.82887,Closed,Medium,4,2025-04-16,2025-05-12,0,C105,Gas,CPZ-589,Y,5.0,Medium,Y,Gas,CentralValley_1,73.0,82.0,Y,"Work on Launcher/Receiver (Asset A100421) in Central Valley, priority Medium, risk score 4."
WO200330,A100390,Valve Station,Central Valley,37.18441,-121.2202,In Progress,Critical,9,2025-04-27,2025-05-12,87,C107,Gas,CPZ-876,N,8.0,High,Y,Gas,CentralValley_1,52.0,107.0,Y,"Work on Valve Station (Asset A100390) in Central Valley, priority Critical, risk score 9."
WO200331,A100340,Anode Bed,Central Valley,37.62747,-121.42085,In Progress,Medium,5,2025-06-16,2025-08-01,6,C110,Gas,CPZ-830,N,4.0,Medium,Y,Gas,CentralValley_1,61.0,108.0,N,"Work on Anode Bed (Asset A100340) in Central Valley, priority Medium, risk score 5."
WO200332,A100364,Valve Station,East Bay,37.9438,-122.38711,Open,Medium,5,2025-04-10,2025-06-05,63,,Gas,CPZ-568,N,9.0,Critical,N,Gas,EastBay_1,51.0,88.0,Y,"Work on Valve Station (Asset A100364) in East Bay, priority Medium, risk score 5."
WO200333,A100456,Regulator Station,Central Valley,36.64574,-121.29322,Closed,Low,1,2025-06-29,2025-07-07,0,C104,Gas,CPZ-262,N,4.0,Medium,Y,Gas,CentralValley_1,45.0,82.0,Y,"Work on Regulator Station (Asset A100456) in Central Valley, priority Low, risk score 1."
WO200334,A100366,Service Line/Riser,Peninsula,37.44238,-122.12809,Assigned,Critical,9,2025-04-16,2025-05-16,83,C112,Gas,CPZ-445,Y,8.0,High,N,Gas,Peninsula_1,57.0,104.0,Y,"Work on Service Line/Riser (Asset A100366) in Peninsula, priority Critical, risk score 9."
WO200335,A100378,Regulator Station,South Bay,37.44114,-121.72439,In Progress,Medium,5,2025-04-10,2025-05-21,78,C111,Gas,CPZ-548,N,4.0,Medium,N,Gas,SouthBay_1,74.0,113.0,Y,"Work on Regulator Station (Asset A100378) in South Bay, priority Medium, risk score 5."
WO200336,A100417,Gas Distribution Main,Central Valley,37.98872,-121.40115,Assigned,Medium,4,2025-06-25,2025-07-25,13,C119,Gas,CPZ-478,N,5.0,Medium,N,Gas,CentralValley_1,67.0,91.0,Y,"Work on Gas Distribution Main (Asset A100417) in Central Valley, priority Medium, risk score 4."
WO200337,A100472,Launcher/Receiver,Sierra,39.20308,-120.21399,Assigned,Critical,10,2025-04-17,2025-04-27,102,C106,Gas,CPZ-640,Y,9.0,Critical,Y,Gas,Sierra_1,63.0,88.0,Y,"Work on Launcher/Receiver (Asset A100472) in Sierra, priority Critical, risk score 10."
WO200338,A100415,Test Station,South Bay,37.16991,-121.88345,Assigned,Critical,10,2025-07-05,2025-07-24,14,C113,Gas,CPZ-398,Y,10.0,Critical,N,Gas,SouthBay_1,71.0,94.0,Y,"Work on Test Station (Asset A100415) in South Bay, priority Critical, risk score 10."
WO200339,A100406,Gas Transmission Pipeline,Sierra,38.91942,-120.93935,Open,Medium,5,2025-07-26,2025-08-15,0,,Gas,CPZ-819,N,7.0,High,N,Gas,Sierra_1,68.0,119.0,Y,"Work on Gas Transmission Pipeline (Asset A100406) in Sierra, priority Medium, risk score 5."
WO200340,A100471,Regulator Station,Sierra,38.88907,-120.31929,Open,Medium,6,2025-06-29,2025-08-12,0,,Gas,CPZ-853,N,8.0,High,N,Gas,Sierra_1,63.0,104.0,N,"Work on Regulator Station (Asset A100471) in Sierra, priority Medium, risk score 6."
