AssetID,AssetType,Commodity,System,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,InspectionDate,Region,Latitude,Longitude,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore_Rubric
A100681,Overhead Line,Electric,N/A,2006-08-16,19.0,4,2013-12-23,2023-10-15,San Francisco,37.90339702246627,-122.43502773693997,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100682,Pole,Electric,N/A,1980-11-09,44.8,2,1984-09-10,2024-01-17,East Bay,37.8103652628737,-122.0773337137509,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100683,Pole,Electric,N/A,1986-10-27,38.8,3,1992-12-07,2023-07-26,Sierra,39.263181652555865,-120.67940197547532,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100684,Transformer,Electric,N/A,1966-12-26,58.6,5,1974-11-07,2024-05-24,Central Coast,36.490218828378524,-121.99481111564877,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100685,Gas Distribution Main,Gas,Distribution,1958-03-18,67.4,2,1962-05-14,2023-11-01,South Bay,37.20367068542258,-122.07966033393502,19.46265810220377,Steel,None/Unknown,ERW,160.1665004327788,N,2.0,2.0,CP480,Overprotected,2025-05-25,-860.6356284756226,2021-06-09,0.0,0,7.0
A100686,Test Station,Gas,Distribution,1999-06-26,26.1,4,2000-11-13,2023-10-28,South Bay,37.4052150715202,-121.87073901146198,18.77755683764179,PE,FBE,N/A,60.0,Y,1.0,2.0,CP770,Adequate,2025-04-14,-876.6678488382879,2020-01-13,1.0,1,6.0
A100687,Underground Cable,Electric,N/A,1983-08-07,42.0,2,1991-10-07,2024-05-23,North Bay,38.235733091111975,-122.59266229971523,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,1,
A100688,Valve Station,Gas,Transmission,1965-09-18,59.9,5,1968-02-01,2024-05-25,San Francisco,37.86617629887568,-122.48461918547346,11.451600136697923,N/A,None/Unknown,SAW,282.49920253068626,N,1.0,2.0,CP288,Underprotected,2025-01-10,-863.9641906774453,2022-08-17,6.0,0,8.0
A100689,Gas Transmission Pipeline,Gas,Distribution,1967-04-25,58.3,4,1973-05-01,2025-04-08,San Francisco,37.87256394527269,-122.28044899129604,18.561455457624646,Steel,Asphalt Enamel,SAW,111.66589939196179,N,2.0,4.0,CP925,Overprotected,2025-01-11,-754.1440349116532,2020-12-13,1.0,0,10.0
A100690,Substation Equipment,Electric,N/A,1969-09-17,55.9,4,1977-11-17,2024-11-11,East Bay,37.78929918032327,-122.26042211458855,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100691,Gas Distribution Main,Gas,Distribution,1999-09-07,25.9,1,2005-05-11,2024-07-07,South Bay,37.331716190380206,-121.8311535030907,20.24201590141575,Steel,None/Unknown,N/A,67.89317145796468,N,1.0,3.0,CP321,Adequate,2024-11-30,-894.5575575494369,2022-05-26,5.0,0,7.0
A100692,Underground Cable,Electric,N/A,2011-07-22,14.1,5,2013-06-02,2024-04-08,North Bay,38.269179403426506,-122.80431155223181,,Aluminum,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100693,Anode Bed,Gas,Transmission,1955-11-27,69.7,3,1959-02-12,2024-07-23,Central Coast,36.61834518585838,-121.77149204462297,29.20796199421449,Steel,None/Unknown,N/A,240.50412493749593,Y,1.0,5.0,CP591,Adequate,2025-02-13,-902.3538440897453,2023-03-12,3.0,1,10.0
A100694,Anode Bed,Gas,Distribution,1956-06-20,69.1,5,1959-02-05,2024-03-12,Central Coast,36.59537207912246,-122.01760404483986,19.40738145895963,Steel,Asphalt Enamel,Seamless,136.5065331302206,N,1.0,4.0,CP455,Adequate,2025-06-30,-819.6305044496665,2021-12-10,3.0,0,9.0
A100695,Pole,Electric,N/A,2020-08-13,5.0,1,2027-01-18,2024-03-19,East Bay,37.796873290402566,-122.21384093904476,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100696,Pipeline Casing,Gas,Distribution,2013-12-05,11.7,3,2014-11-16,2025-05-08,East Bay,37.77292737471729,-122.24973386832919,14.164413828633824,Steel,FBE,SAW,88.27409658244501,N,3.0,2.0,CP111,Adequate,2024-07-16,-844.491515025766,2024-04-03,0.0,1,6.0
A100697,Pipeline Casing,Gas,Transmission,2005-03-08,20.4,2,2008-12-27,2023-11-25,North Bay,38.35849260834519,-122.62557255905423,22.270414322439972,Steel,None/Unknown,ERW,243.139296631676,N,2.0,4.0,CP992,Adequate,2025-04-09,-866.8225813800973,2021-09-17,2.0,0,8.0
A100698,Test Station,Gas,Transmission,1984-02-18,41.5,3,1989-05-30,2025-01-11,San Francisco,37.80063759954607,-122.4602097197491,23.423480666688047,PE,N/A,ERW,181.9348992487951,N,4.0,2.0,CP229,Adequate,2025-01-09,-920.949602411894,2022-02-05,4.0,1,5.0
A100699,Regulator Station,Gas,Distribution,1982-09-22,42.9,3,1984-02-21,2025-05-22,Central Coast,36.656799031821464,-122.06885816066165,18.366249173740613,Steel,FBE,Seamless,131.50007606842092,N,1.0,1.0,CP556,Adequate,2025-06-14,-842.3296941531613,2021-03-26,4.0,1,6.0
A100700,Anode Bed,Gas,Transmission,1990-07-11,35.1,4,1998-07-06,2023-10-22,North Bay,38.28980396630003,-122.87180515275183,20.515786588285632,PE,Tape Wrap,N/A,247.12249687960664,N,4.0,2.0,CP704,Underprotected,2024-12-06,-873.0651135965657,2019-09-01,4.0,2,9.0
A100701,Valve Station,Gas,Transmission,2011-04-24,14.3,3,2014-07-15,2025-05-14,North Bay,38.23054520190898,-122.74397846914873,22.805193633276872,N/A,FBE,Seamless,221.41883734659194,Y,1.0,1.0,CP700,Unknown,2025-05-22,-812.3549138037182,2022-07-30,5.0,0,5.0
A100702,Transformer,Electric,N/A,1970-03-01,55.5,2,1974-04-14,2024-01-06,East Bay,37.66076848852082,-122.01136951927508,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100703,CP Rectifier,Gas,Transmission,1957-09-08,67.9,3,1965-03-27,2025-01-20,Sierra,38.99876633278513,-120.5329904884237,27.27058056317494,Steel,Coal Tar,SAW,202.61798367217426,N,2.0,5.0,CP333,Adequate,2025-01-16,-924.6483648860036,2020-03-20,1.0,0,9.0
A100704,Overhead Line,Electric,N/A,2017-08-21,8.0,4,2024-07-10,2025-04-07,Central Coast,36.55922662610693,-121.84000003923144,,Steel,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100705,Gas Transmission Pipeline,Gas,Distribution,1988-12-03,36.7,5,1993-11-26,2023-07-21,San Francisco,37.825681880163046,-122.62813791029856,9.75597445905254,Steel,Tape Wrap,ERW,61.59838549343085,N,3.0,4.0,CP601,Adequate,2025-02-05,-889.76474280426,2020-04-05,2.0,0,8.0
A100706,Anode Bed,Gas,Transmission,2014-10-22,10.8,3,2019-08-24,2025-01-14,East Bay,37.77597655643505,-121.95083418562996,22.121211353630343,Steel,FBE,N/A,260.442641623948,N,1.0,3.0,CP930,Adequate,2025-03-25,-880.6307132237558,2024-05-07,3.0,0,5.0
A100707,Transformer,Electric,N/A,1998-08-12,27.0,3,2005-12-02,2024-01-01,East Bay,37.78640921475259,-122.33046788396146,,Composite,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100708,Overhead Line,Electric,N/A,2010-09-12,14.9,3,2017-03-05,2025-07-13,South Bay,37.191020081741456,-121.91944070344249,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100709,Regulator Station,Gas,Distribution,2008-07-29,17.0,5,2012-07-12,2024-08-19,San Francisco,37.440924610344645,-122.49673051867455,9.451054464854508,Steel,None/Unknown,Seamless,92.9013651031107,N,2.0,4.0,CP653,Adequate,2024-08-12,-864.9255296237836,2022-10-26,0.0,0,8.0
A100710,Underground Cable,Electric,N/A,1970-02-24,55.5,5,1973-11-12,2023-11-20,Sierra,38.83847582952996,-120.4193412200232,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100711,Pipeline Casing,Gas,Transmission,2010-03-04,15.4,3,2017-06-11,2024-04-19,Central Coast,36.62236226412713,-121.70343930283501,28.312148438537697,Steel,Coal Tar,ERW,234.38070690920475,N,1.0,4.0,CP371,Unknown,2025-03-15,-812.6343156153772,2019-09-14,1.0,0,9.0
A100712,Underground Cable,Electric,N/A,2003-06-17,22.2,1,2007-12-16,2024-12-28,San Francisco,37.6595738107452,-122.42497137771817,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100713,Gas Distribution Main,Gas,Transmission,2014-09-25,10.9,1,2020-03-31,2023-08-20,Sierra,39.1364516529833,-120.57074818404878,18.901275631482353,Steel,None/Unknown,SAW,266.12957593310904,N,1.0,2.0,CP941,Adequate,2024-12-08,-924.164599218416,2021-01-14,2.0,0,6.0
A100714,Valve Station,Gas,Transmission,1979-03-07,46.4,2,1983-01-04,2025-03-20,South Bay,37.31090919764588,-121.8331063748934,25.745601675357626,Steel,N/A,Seamless,157.95021612292538,Y,1.0,2.0,CP639,Overprotected,2024-10-19,-929.2946542364338,2022-05-21,6.0,0,6.0
A100715,Pole,Electric,N/A,1960-07-22,65.1,3,1962-02-25,2025-06-02,North Bay,38.36967695745169,-122.62678519045777,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100716,Gas Transmission Pipeline,Gas,Distribution,1998-04-17,27.3,1,2006-03-31,2025-06-12,San Francisco,37.71507320753861,-122.572430602575,10.614084259959025,Steel,FBE,N/A,77.32603732835337,Y,3.0,3.0,CP143,Adequate,2025-04-25,-975.0375435281144,2020-07-12,2.0,0,6.0
A100717,Valve Station,Gas,Transmission,1987-08-01,38.0,3,1990-07-14,2025-01-02,North Bay,38.25139172369927,-122.76117323932226,26.63775492902514,Steel,None/Unknown,Seamless,270.33605810416555,Y,2.0,5.0,CP624,Unknown,2024-08-12,-770.904533058679,2023-12-31,1.0,0,10.0
A100718,Pipeline Casing,Gas,Distribution,1965-05-02,60.3,3,1970-02-12,2024-05-13,South Bay,37.593069660827084,-122.08493157104029,5.943787208365286,Steel,Tape Wrap,SAW,170.57012973531835,N,2.0,3.0,CP721,Underprotected,2025-01-31,-894.8003464868373,2023-06-02,1.0,0,9.0
A100719,Valve Station,Gas,Transmission,1961-08-17,64.0,1,1964-11-18,2025-06-09,South Bay,37.57464287991294,-121.76084793914758,25.2134089606153,Steel,Asphalt Enamel,SAW,300.0683587842403,N,2.0,4.0,CP183,Overprotected,2025-05-16,-962.2888095147391,2020-02-05,3.0,0,8.0
A100720,Valve Station,Gas,Transmission,1956-03-06,69.4,1,1963-08-04,2024-01-10,South Bay,37.33655857971458,-122.1324131199944,17.159163992961076,Steel,Asphalt Enamel,Seamless,300.8784526840907,N,3.0,2.0,CP136,Overprotected,2025-02-11,-835.4580472423033,2022-06-23,5.0,0,8.0
A100721,Regulator Station,Gas,Transmission,1956-09-16,68.9,4,1960-11-29,2024-04-26,Central Coast,36.60515739087096,-121.99171726751717,21.34348087904125,PE,Coal Tar,N/A,191.53210475242153,N,3.0,1.0,CP840,Underprotected,2024-12-04,-711.9476401735753,2023-03-15,1.0,0,8.0
A100722,Gas Transmission Pipeline,Gas,Transmission,1982-12-04,42.7,5,1987-02-27,2023-09-01,Sierra,38.99780381796974,-120.10802109561864,26.112727402793848,Steel,N/A,SAW,243.83977018573668,N,1.0,2.0,CP684,Underprotected,2024-07-27,-881.6184171088693,2022-06-18,2.0,0,7.0
A100723,Gas Transmission Pipeline,Gas,Transmission,1990-07-28,35.0,2,1992-07-26,2024-12-09,South Bay,37.10273471175382,-121.83880387358579,11.288488547683002,Steel,FBE,Seamless,268.91189025411626,N,2.0,5.0,CP518,Adequate,2024-11-27,-839.0487044288247,2023-01-23,6.0,0,9.0
A100724,Gas Distribution Main,Gas,Transmission,1959-06-04,66.2,1,1965-11-11,2024-07-22,San Francisco,37.9652616608591,-122.26537410845505,34.347623469831774,Steel,Tape Wrap,ERW,266.5980506868854,N,1.0,3.0,CP188,Unknown,2024-11-04,-827.559259325814,2020-04-10,5.0,0,9.0
A100725,Transformer,Electric,N/A,1990-12-27,34.6,4,1994-02-15,2024-12-24,South Bay,37.42512846938407,-122.15924080722031,,N/A,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100726,Valve Station,Gas,Distribution,1979-01-29,46.5,5,1986-08-01,2023-12-27,South Bay,37.0942859603733,-121.99726378928528,12.73269305751969,Steel,FBE,Seamless,116.69934410220347,Y,1.0,1.0,CP316,Adequate,2025-02-04,-763.7873995806708,2019-10-26,2.0,0,6.0
A100727,Substation Equipment,Electric,N/A,2016-09-11,8.9,1,2018-11-15,2024-05-30,San Francisco,37.53303689123431,-122.28446971512345,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100728,Substation Equipment,Electric,N/A,1996-08-27,29.0,1,1998-09-06,2023-08-02,East Bay,37.86112255056915,-122.09171775741231,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100729,Transformer,Electric,N/A,2010-02-01,15.5,5,2015-06-14,2025-04-08,East Bay,37.73043307626337,-122.13543622287897,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100730,Gas Transmission Pipeline,Gas,Transmission,1987-06-11,38.2,5,1995-03-12,2023-06-12,Sierra,38.83610132888419,-120.52824819831596,22.22082326726231,PE,Coal Tar,N/A,224.791128756732,Y,1.0,5.0,CP148,Adequate,2025-06-17,-884.9777208855924,2023-05-17,4.0,0,9.0
A100731,Switchgear,Electric,N/A,1975-05-24,50.2,2,1982-06-19,2023-06-20,Sierra,38.95315675656229,-120.5098820776873,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100732,Overhead Line,Electric,N/A,1961-01-15,64.6,1,1965-12-10,2025-06-10,East Bay,37.62614375978739,-122.18464975641427,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100733,Anode Bed,Gas,Distribution,1979-02-12,46.5,3,1984-06-26,2023-06-17,Central Coast,36.488407876221174,-121.9041205067221,2.0,Steel,FBE,N/A,89.80405457377245,N,4.0,4.0,CP693,Adequate,2025-04-28,-836.3391365173736,2023-06-22,3.0,0,8.0
A100734,Launcher/Receiver,Gas,Transmission,1997-04-14,28.3,5,2005-04-09,2024-03-22,San Francisco,37.91166739974818,-122.30207770626374,20.37124325980863,Steel,N/A,SAW,227.74279134305726,N,1.0,1.0,CP398,Adequate,2024-09-22,-850.4350571169274,2020-04-23,1.0,0,4.0
A100735,Anode Bed,Gas,Distribution,2004-09-16,20.9,1,2007-01-03,2023-06-06,San Francisco,37.84129943022107,-122.63770761173346,20.67458691243973,Steel,None/Unknown,ERW,60.0,N,2.0,5.0,CP284,Adequate,2025-06-22,-840.9622062164163,2024-01-31,0.0,0,10.0
A100736,Gas Distribution Main,Gas,Transmission,1957-10-25,67.8,4,1962-06-27,2024-02-11,North Bay,38.38341284929116,-122.80766051641646,29.99449523536593,Steel,N/A,Seamless,224.79213063458317,N,4.0,3.0,CP847,Adequate,2024-10-16,-822.8485302854195,2023-11-19,1.0,0,8.0
A100737,Regulator Station,Gas,Transmission,1997-12-19,27.6,2,1998-10-06,2023-11-28,East Bay,37.73645056229096,-122.18863405601675,24.099900066361712,PE,Tape Wrap,N/A,199.8686042527447,N,1.0,2.0,CP897,Underprotected,2025-02-15,-975.8860590132401,2023-01-09,5.0,0,7.0
A100738,Anode Bed,Gas,Transmission,1965-02-12,60.5,2,1966-07-26,2024-08-27,Central Coast,36.36658734078893,-121.84288920916146,26.45199472315418,PE,Coal Tar,SAW,227.99830739031233,N,1.0,3.0,CP202,Overprotected,2025-06-14,-820.475776196735,2023-09-09,3.0,0,9.0
A100739,Pole,Electric,N/A,1973-07-21,52.1,3,1979-09-03,2024-03-28,East Bay,37.71236623992676,-122.14672613955788,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100740,CP Rectifier,Gas,Transmission,1957-01-03,68.6,4,1958-10-08,2025-05-01,North Bay,38.391967097900285,-122.652314561851,21.829105254382036,Steel,Tape Wrap,SAW,288.737603729667,N,2.0,1.0,CP813,Underprotected,2025-01-18,-888.5895366342731,2021-10-18,5.0,1,8.0
A100741,Pole,Electric,N/A,1986-10-31,38.8,2,1993-05-29,2025-06-03,North Bay,38.11930575377385,-122.47318640333052,,Aluminum,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100742,Launcher/Receiver,Gas,Transmission,1966-08-08,59.0,1,1967-10-30,2023-11-02,East Bay,37.7345847351741,-122.3587940991003,23.559856877118314,Steel,None/Unknown,Seamless,254.98832475550844,N,2.0,1.0,CP827,Unknown,2024-11-25,-888.2629722057247,2023-09-19,0.0,0,6.0
A100743,Overhead Line,Electric,N/A,1966-05-28,59.2,1,1969-06-03,2025-05-21,Sierra,39.22180992667488,-120.64471479124107,,N/A,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100744,Test Station,Gas,Distribution,2017-10-18,7.8,4,2023-03-06,2025-07-06,South Bay,37.23262954989923,-121.64436255622822,13.087848445957825,Steel,Asphalt Enamel,ERW,66.13091149748881,N,1.0,4.0,CP964,Unknown,2024-11-10,-873.9189024642101,2022-05-02,4.0,0,7.0
A100745,Gas Transmission Pipeline,Gas,Distribution,1972-07-09,53.1,3,1976-06-07,2024-07-21,North Bay,38.394278779387086,-122.61030966093075,20.098394056397737,Steel,Tape Wrap,SAW,137.73418977050153,N,1.0,3.0,CP337,Underprotected,2025-05-12,-997.2060748476766,2023-01-18,2.0,0,9.0
A100746,Anode Bed,Gas,Transmission,2015-08-19,10.0,4,2019-09-11,2025-05-12,North Bay,38.19684395811372,-122.65438906264188,16.913722412753053,Steel,Asphalt Enamel,ERW,216.36942715902836,N,1.0,3.0,CP153,Adequate,2025-01-14,-917.2486669920277,2023-02-06,2.0,0,6.0
A100747,Underground Cable,Electric,N/A,2018-06-29,7.1,4,2019-11-06,2025-04-09,South Bay,37.370432006642574,-121.75750438589431,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100748,Gas Transmission Pipeline,Gas,Distribution,1994-04-30,31.3,5,2001-06-07,2024-10-08,Central Coast,36.56385151668758,-122.00475589035113,16.908560048632513,Steel,Asphalt Enamel,ERW,96.38997074733605,N,1.0,1.0,CP894,Adequate,2024-07-17,-766.2095460622971,2023-12-11,4.0,1,7.0
A100749,Gas Distribution Main,Gas,Distribution,1996-12-16,28.7,1,2003-08-09,2024-06-02,Central Coast,36.54652261066962,-122.11723098951686,15.417117297006246,Cast Iron,None/Unknown,SAW,60.0,N,2.0,2.0,CP611,Adequate,2025-03-22,-748.7344659988237,2024-02-14,4.0,1,9.0
A100750,Valve Station,Gas,Transmission,1989-08-20,36.0,1,1990-10-19,2024-11-23,East Bay,38.18931852783511,-122.19015872797051,33.68265166022455,PE,Coal Tar,SAW,205.89957772092487,N,2.0,3.0,CP790,Underprotected,2025-02-01,-847.6047838911691,2020-01-02,3.0,1,10.0
A100751,Gas Transmission Pipeline,Gas,Transmission,1965-07-03,60.1,4,1968-07-05,2024-03-30,North Bay,38.18903166933171,-122.68224202693625,19.531697662068915,Wrought Iron,None/Unknown,N/A,280.5583877627283,N,1.0,3.0,CP615,Overprotected,2025-02-28,-790.2988871965796,2019-11-27,3.0,0,10.0
A100752,Valve Station,Gas,Distribution,1955-11-04,69.8,1,1961-02-05,2023-08-20,East Bay,37.77403735334516,-122.09583260565645,10.245680691342113,Steel,Coal Tar,Seamless,64.09027853880524,N,1.0,1.0,CP359,Underprotected,2025-04-28,-808.4161940989327,2021-03-31,3.0,0,9.0
A100753,Underground Cable,Electric,N/A,2003-03-29,22.4,3,2005-10-30,2024-07-04,Sierra,38.98772966959419,-120.47011349956702,,Steel,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100754,Pole,Electric,N/A,2012-04-08,13.3,1,2016-04-25,2025-04-22,East Bay,37.86680942266175,-122.34150832779602,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100755,Launcher/Receiver,Gas,Transmission,2007-07-20,18.1,4,2008-08-06,2024-11-07,Sierra,38.98562554391991,-120.61016272307539,22.23364512479362,Steel,N/A,N/A,215.6114497732937,N,2.0,5.0,CP230,Unknown,2024-11-12,-842.4845457301561,2024-03-21,0.0,0,9.0
A100756,Pole,Electric,N/A,1971-07-13,54.1,1,1977-05-28,2025-02-27,Sierra,38.93195990352314,-120.49438332708635,,N/A,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100757,Service Line/Riser,Gas,Distribution,2011-03-03,14.4,4,2017-06-08,2023-11-06,South Bay,37.25866478211685,-121.76182572559087,15.150475787306707,Steel,FBE,ERW,90.07482050717277,Y,2.0,2.0,CP600,Adequate,2025-02-06,-900.1517797734448,2021-12-04,3.0,1,6.0
A100758,Anode Bed,Gas,Distribution,2000-01-15,25.6,2,2005-07-20,2024-05-23,South Bay,37.4636897690614,-121.6740869878596,8.622191219199106,Steel,Asphalt Enamel,Seamless,161.72747632397693,Y,1.0,2.0,CP662,Overprotected,2025-03-09,-837.3358476728891,2019-09-29,8.0,0,8.0
A100759,Test Station,Gas,Transmission,2010-06-08,15.2,5,2017-02-26,2023-11-27,South Bay,37.25476937961888,-121.77597255294545,14.663110685191684,Steel,Tape Wrap,ERW,320.482227043826,N,3.0,2.0,CP810,Adequate,2025-06-16,-886.3672484734109,2022-05-09,4.0,0,5.0
A100760,Transformer,Electric,N/A,2001-01-30,24.5,5,2008-06-13,2024-03-24,North Bay,38.17657690681327,-122.81362303429087,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100761,Service Line/Riser,Gas,Distribution,2008-08-12,17.0,1,2010-02-13,2023-08-03,North Bay,38.29978271777885,-122.66159470351695,7.874394547098163,Steel,Asphalt Enamel,SAW,117.10765732957739,N,2.0,1.0,CP472,Adequate,2025-05-07,-909.9410714055753,2019-09-25,4.0,1,5.0
A100762,Underground Cable,Electric,N/A,1969-06-12,56.2,3,1973-03-14,2024-02-04,South Bay,37.05866895485878,-121.90571285727773,,Steel,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100763,Gas Transmission Pipeline,Gas,Distribution,1976-09-01,48.9,5,1984-08-08,2024-10-12,Central Coast,36.572046975248206,-121.96288971382349,13.93741718316227,Steel,Coal Tar,N/A,177.81924180008266,N,2.0,4.0,CP145,Adequate,2025-04-22,-886.7885675937558,2021-09-08,2.0,0,8.0
A100764,Pole,Electric,N/A,2012-12-13,12.7,2,2014-05-03,2025-04-06,East Bay,37.75031425131446,-121.9564571438637,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100765,Pole,Electric,N/A,2006-05-22,19.2,5,2006-12-09,2025-01-26,San Francisco,37.92101815040143,-122.62621424397251,,Steel,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100766,Underground Cable,Electric,N/A,2017-12-23,7.6,1,2021-10-17,2025-05-16,East Bay,37.89688257941279,-122.12265090414655,,Composite,N/A,N/A,,N/A,,4.0,,N/A,,,,,1,
A100767,Pole,Electric,N/A,1987-09-05,37.9,5,1993-02-16,2025-05-10,Sierra,38.994004320670236,-120.76018294666295,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100768,Overhead Line,Electric,N/A,1980-06-25,45.1,2,1987-09-03,2024-02-25,Central Coast,36.61014601941713,-121.9074382165966,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100769,Pole,Electric,N/A,2004-03-16,21.4,1,2008-03-20,2025-02-25,North Bay,38.345620737885376,-122.6632839894123,,Steel,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100770,Overhead Line,Electric,N/A,2017-07-24,8.1,1,2024-09-01,2025-02-24,Central Coast,36.75602543398802,-121.96703799106268,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100771,Valve Station,Gas,Distribution,1973-12-05,51.7,5,1978-06-22,2024-01-16,South Bay,37.29978507196428,-121.87707752152818,11.589178454745483,Steel,FBE,N/A,104.3205394155572,N,1.0,2.0,CP893,Adequate,2024-09-15,-918.3291767847423,2020-09-02,5.0,0,5.0
A100772,Underground Cable,Electric,N/A,2012-04-30,13.3,2,2017-07-02,2024-09-17,South Bay,37.255238956068716,-121.84521315214161,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100773,Transformer,Electric,N/A,2016-10-27,8.8,1,2019-09-07,2024-08-07,East Bay,37.82746737242134,-122.26300998367364,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,1,
A100774,Test Station,Gas,Transmission,1969-08-21,56.0,2,1974-08-14,2025-01-11,South Bay,37.29352166315508,-122.03814137164629,18.510837822903714,Steel,None/Unknown,N/A,205.91396219522017,Y,1.0,3.0,CP481,Underprotected,2024-09-10,-767.2444166043683,2022-03-12,2.0,1,10.0
A100775,Switchgear,Electric,N/A,1988-01-10,37.6,5,1996-03-26,2024-12-22,South Bay,37.329429714930114,-121.78279464704733,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100776,Regulator Station,Gas,Transmission,1978-04-09,47.3,2,1979-12-20,2024-03-26,South Bay,37.30673096633553,-121.85940650453706,22.26191863816599,PE,Tape Wrap,ERW,151.08374294130462,Y,2.0,1.0,CP347,Underprotected,2025-02-17,-943.4171949071463,2020-11-16,3.0,0,7.0
A100777,Pole,Electric,N/A,1968-11-23,56.7,5,1972-07-15,2025-05-21,Central Coast,36.502722432237846,-121.85276273353564,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100778,Underground Cable,Electric,N/A,2007-06-03,18.2,2,2010-03-08,2024-01-15,Sierra,38.950132216924686,-120.69839351829499,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100779,Test Station,Gas,Distribution,2005-06-12,20.2,3,2011-05-08,2023-12-19,East Bay,37.879412388828314,-122.08877267927251,21.859076695260896,PE,Asphalt Enamel,SAW,60.0,N,3.0,5.0,CP612,Adequate,2025-01-11,-810.2081852897039,2022-01-05,3.0,0,9.0
A100780,Substation Equipment,Electric,N/A,2006-04-18,19.3,1,2008-07-18,2024-12-05,East Bay,37.77872259515589,-122.18817879811552,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100781,Pole,Electric,N/A,2017-05-06,8.3,4,2018-07-12,2024-10-13,Central Coast,36.53374571232503,-121.89677597404375,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100782,Launcher/Receiver,Gas,Distribution,2018-06-08,7.2,5,2023-05-09,2024-02-29,Sierra,39.127695806840634,-120.41854326265873,5.590901744632189,PE,None/Unknown,Seamless,137.65028107127824,Y,2.0,1.0,CP423,Underprotected,2025-02-15,-810.7324230834088,2023-07-17,3.0,0,9.0
A100783,Gas Transmission Pipeline,Gas,Distribution,1969-12-28,55.6,3,1973-05-06,2023-10-17,North Bay,38.2934904211422,-122.76444744426303,14.934932422270421,Steel,None/Unknown,ERW,189.89266456308883,N,3.0,2.0,CP666,Underprotected,2025-02-04,-894.7873447030283,2023-10-23,0.0,1,10.0
A100784,Switchgear,Electric,N/A,2019-07-26,6.1,2,2021-04-19,2023-10-18,Central Coast,36.55490191150501,-121.64569623779597,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
